student_id,study_hour,attendance_percentage,class_participation,Assignment_Scores,Test_Scores,total_score,grade,Previous_GPA
274844,7.8,100.0,4.2,22.4,40.7,58.7,C,3.26
275406,25.8,89.7,7.0,47.7,75.2,100.0,A,4.0
275735,23.9,97.1,4.9,46.3,80.8,100.0,A,4.0
277801,18.9,72.2,10.0,39.9,64.7,90.3,A,3.23
277866,12.1,58.7,4.6,29.6,51.6,72.3,B,2.1
278738,25.0,82.9,4.0,47.1,82.2,100.0,A,3.94
279995,16.1,91.7,7.4,36.9,64.3,87.0,A,3.68
280532,23.8,84.6,4.2,46.3,73.8,100.0,A,3.99
281282,25.0,72.9,3.5,47.2,78.7,100.0,A,3.64
282686,26.8,79.1,9.1,48.4,74.3,100.0,A,3.82
283768,17.1,100.0,6.8,37.1,60.8,85.2,A,4.0
284000,14.1,62.3,8.4,33.9,60.6,81.8,B,2.59
284415,7.3,85.6,1.6,29.1,69.2,81.9,B,3.29
284870,12.5,88.2,6.1,35.3,72.6,90.2,A,3.71
284922,16.2,79.5,5.8,39.7,74.9,96.0,A,3.68
285417,22.1,72.4,2.8,43.0,64.4,93.3,A,3.35
285676,15.9,68.7,7.8,38.5,71.9,93.1,A,3.23
287152,19.0,93.9,6.2,40.9,68.1,93.3,A,4.0
287575,18.7,71.0,7.2,38.6,60.6,86.6,A,3.05
288017,3.3,92.5,6.4,16.3,34.5,48.9,D,2.18
288636,8.6,87.3,5.7,28.1,59.9,75.5,B,3.09
291618,15.3,63.7,8.2,40.1,80.6,99.7,A,3.35
292259,24.9,80.9,7.8,47.0,79.6,100.0,A,3.88
292464,23.5,67.3,6.4,46.1,76.3,100.0,A,3.47
293541,29.8,100.0,1.5,50.6,75.6,100.0,A,4.0
294290,14.1,79.9,4.8,37.7,75.7,94.5,A,3.63
295615,15.4,70.6,10.0,37.2,68.6,89.8,A,3.16
296095,8.4,90.4,7.0,25.1,49.0,66.2,C,2.81
296517,10.4,100.0,5.4,25.2,40.9,61.6,C,3.49
297713,12.7,87.6,3.3,29.1,47.2,69.2,C,2.85
297851,25.4,83.3,9.8,47.4,73.4,100.0,A,3.95
298013,14.4,80.8,4.2,34.8,62.8,84.0,B,3.23
298300,10.9,61.3,6.5,29.9,57.8,76.2,B,2.34
300349,18.1,92.2,7.0,37.3,57.7,83.6,B,3.56
300698,24.8,79.6,9.0,47.0,71.2,100.0,A,3.84
300933,20.4,82.2,4.7,43.2,71.7,97.7,A,3.82
301048,9.8,76.3,6.3,28.3,55.5,73.2,B,2.67
302244,12.1,85.8,5.4,33.6,67.3,85.4,A,3.44
302267,12.6,78.9,8.2,31.8,58.3,78.4,B,2.95
303098,2.5,94.5,7.1,21.1,57.0,66.8,C,2.96
304683,12.8,84.3,8.7,30.3,51.3,72.8,B,2.89
305341,5.9,85.2,6.0,20.8,41.9,57.7,C,2.31
306874,19.0,81.6,6.0,42.2,73.7,97.9,A,3.81
307799,22.1,84.6,5.3,45.1,72.5,100.0,A,3.99
307956,10.0,59.6,4.7,26.8,48.8,67.8,C,1.95
309024,24.8,86.7,6.7,47.0,83.6,100.0,A,4.0
310043,14.0,91.3,6.7,34.1,61.6,82.6,B,3.49
310623,25.5,85.8,5.9,47.5,84.9,100.0,A,4.0
310671,0.0,86.2,8.1,14.0,44.3,53.6,D,2.18
310805,16.7,86.0,9.2,39.4,71.8,93.9,A,3.79
311168,24.3,86.9,4.3,46.7,78.3,100.0,A,4.0
311454,10.9,85.9,6.1,23.0,30.2,53.2,D,2.15
311893,26.7,90.7,9.5,48.4,73.9,100.0,A,4.0
312460,12.0,88.8,4.8,33.1,66.0,84.1,B,3.48
313600,17.1,100.0,8.3,41.5,81.4,100.0,A,4.0
313680,21.2,95.6,5.2,43.6,70.1,97.2,A,4.0
314675,7.3,79.2,7.0,22.6,43.1,60.2,C,2.23
318065,16.6,81.0,7.7,35.6,56.9,81.4,B,3.14
318893,21.3,95.1,6.4,42.5,65.2,93.2,A,4.0
318942,22.7,69.7,3.9,45.5,76.5,100.0,A,3.54
319645,24.2,78.7,5.1,46.6,75.3,100.0,A,3.81
321777,12.8,93.3,7.8,30.2,51.3,72.7,B,3.16
321779,6.5,84.7,7.6,20.3,37.5,54.7,D,2.18
321780,17.3,83.0,4.8,34.6,50.4,76.7,B,3.01
321942,18.2,80.8,6.8,42.3,78.9,100.0,A,3.87
323915,18.5,69.6,4.8,35.0,47.0,75.1,B,2.54
324044,16.4,84.3,4.8,38.8,70.9,92.8,A,3.69
324915,15.5,99.8,5.8,37.9,71.0,92.0,A,4.0
325389,4.8,68.7,5.0,22.1,51.7,64.7,C,2.1
326076,11.2,98.9,5.2,32.2,65.5,83.0,B,3.74
326440,18.1,80.0,6.0,39.2,65.2,89.9,A,3.45
327738,22.1,74.8,7.6,45.1,73.2,100.0,A,3.69
328118,34.3,85.9,5.7,53.8,78.1,100.0,A,4.0
328314,15.6,76.9,5.1,40.4,84.7,100.0,A,3.76
328601,20.3,85.3,6.5,42.7,70.0,96.2,A,3.86
328674,0.2,91.9,4.7,16.4,47.8,56.7,C,2.48
328850,2.4,100.0,7.4,14.8,32.0,45.9,D,2.31
329039,12.8,81.8,4.4,34.5,68.3,86.9,A,3.38
329182,22.6,85.3,3.1,45.4,76.6,100.0,A,4.0
330236,17.5,89.3,4.5,41.8,83.4,100.0,A,4.0
330302,19.4,72.3,6.0,39.3,60.1,87.0,A,3.1
330567,7.1,82.0,8.2,21.7,40.6,57.9,C,2.23
330652,20.6,85.4,5.2,41.1,62.7,90.4,A,3.63
330757,12.9,96.1,8.7,29.7,48.8,70.7,B,3.16
330798,8.1,100.0,5.2,20.5,31.9,51.7,D,2.57
331228,14.8,85.4,5.8,37.8,73.3,93.2,A,3.74
332271,14.4,90.1,7.4,34.6,62.3,83.5,B,3.49
332469,4.7,78.8,5.9,23.6,58.0,69.9,C,2.61
333081,17.7,86.7,6.0,39.0,66.4,90.4,A,3.67
333677,13.6,80.8,3.0,34.7,65.8,85.7,A,3.3
334680,8.2,74.9,10.0,23.6,43.5,61.5,C,2.16
334866,15.7,83.7,3.0,38.3,71.3,92.5,A,3.66
335049,12.4,86.2,5.5,36.1,76.4,93.2,A,3.76
336984,10.0,93.8,7.1,32.7,72.6,87.6,A,3.77
337358,13.1,82.2,4.4,28.5,43.2,66.3,C,2.57
337638,15.3,80.2,3.4,31.6,46.5,71.3,B,2.71
337831,17.5,64.7,5.6,40.7,73.7,96.3,A,3.24
338278,13.5,69.4,4.7,35.7,69.9,89.0,A,3.09
338823,7.6,64.2,6.3,26.7,58.7,73.5,B,2.32
339377,18.1,84.2,8.3,42.2,80.2,100.0,A,3.98
339779,17.3,95.4,6.3,41.6,79.4,100.0,A,4.0
340025,6.6,100.0,5.3,25.0,55.6,69.9,C,3.28
340737,19.9,100.0,6.4,39.1,57.5,85.3,A,3.87
340742,9.6,69.6,5.4,29.8,62.7,78.9,B,2.7
340826,19.1,83.6,8.9,42.9,78.6,100.0,A,3.96
343302,18.4,77.2,8.4,40.8,70.4,94.6,A,3.55
344475,10.2,85.7,7.8,25.5,43.0,63.1,C,2.54
345078,12.7,77.5,7.1,33.1,63.3,82.6,B,3.08
345613,20.5,92.1,7.3,43.9,79.0,100.0,A,4.0
345839,16.8,73.1,4.5,41.3,79.7,100.0,A,3.64
346149,15.3,97.4,8.7,38.1,72.5,93.0,A,4.0
347023,28.1,91.6,3.7,49.4,77.2,100.0,A,4.0
347382,16.3,75.3,2.2,36.1,60.3,83.9,B,3.07
348366,10.1,94.3,7.2,29.7,59.8,77.1,B,3.36
348389,18.7,87.7,7.4,42.6,85.1,100.0,A,4.0
348667,20.6,78.6,2.3,44.0,75.0,100.0,A,3.81
349139,18.5,97.9,5.1,42.5,84.5,100.0,A,4.0
349316,8.0,75.2,7.0,26.1,54.2,70.2,B,2.51
350971,18.9,100.0,4.6,42.8,80.2,100.0,A,4.0
351345,14.9,70.6,5.5,35.2,62.4,84.2,B,2.94
351988,10.2,93.3,7.7,30.5,62.9,79.7,B,3.44
352278,5.5,78.7,2.8,21.1,44.5,59.5,C,2.19
352320,35.0,83.5,7.1,54.3,68.6,100.0,A,3.95
352952,10.9,77.9,6.2,34.7,77.2,92.3,A,3.48
353444,21.7,88.5,7.0,44.8,77.0,100.0,A,4.0
353455,24.3,78.8,2.5,46.6,74.1,100.0,A,3.81
353956,8.7,90.8,6.2,24.9,46.7,64.7,C,2.76
354207,22.1,78.6,6.5,44.2,68.8,97.0,A,3.69
354332,12.7,95.4,5.0,29.3,47.7,69.7,C,3.1
354859,13.6,81.0,5.9,35.3,68.3,87.8,A,3.39
355610,11.6,100.0,4.8,30.1,55.3,74.9,B,3.59
356068,21.9,76.9,6.3,40.3,54.3,84.7,B,3.15
357672,18.5,72.2,5.0,42.5,81.0,100.0,A,3.62
358247,39.2,99.6,4.6,57.3,80.3,100.0,A,4.0
358724,15.3,100.0,4.6,37.6,70.5,91.3,A,4.0
358748,29.2,88.9,3.9,50.1,87.7,100.0,A,4.0
358901,9.9,85.1,5.8,36.3,89.9,100.0,A,4.0
359710,12.3,93.8,9.2,28.9,47.7,69.3,C,3.04
360636,20.9,84.0,1.5,40.5,58.7,87.4,A,3.47
361513,14.7,76.1,7.2,34.0,58.3,80.6,B,2.96
362132,16.4,91.5,4.7,39.6,74.1,95.5,A,4.0
363264,7.7,78.5,5.0,24.1,47.7,64.4,C,2.38
365302,3.2,94.5,5.5,15.9,33.3,47.8,D,2.2
366138,19.3,82.7,6.0,41.7,70.4,95.4,A,3.75
367837,7.2,95.1,3.4,26.8,60.5,74.6,B,3.29
370959,23.8,83.9,6.9,46.3,71.5,100.0,A,3.97
371536,11.8,97.2,10.0,31.7,61.4,80.1,B,3.57
371678,11.9,92.1,6.7,30.5,55.8,75.6,B,3.24
373281,28.6,77.4,8.5,49.7,73.8,100.0,A,3.77
373299,18.1,88.2,7.7,37.1,56.9,83.0,B,3.42
373395,13.9,89.7,7.0,34.4,63.2,83.9,B,3.5
376762,24.6,71.3,7.4,46.9,75.6,100.0,A,3.59
377483,27.0,77.8,4.1,48.6,72.8,100.0,A,3.78
378209,26.5,95.8,6.3,48.2,74.6,100.0,A,4.0
378284,17.8,100.0,9.3,41.7,76.7,99.1,A,4.0
379067,1.8,75.6,1.7,15.3,36.6,49.1,D,1.68
379551,26.9,82.5,6.9,48.5,82.3,100.0,A,3.92
379912,7.7,77.3,1.7,25.5,53.3,69.1,C,2.53
381824,19.8,92.7,5.8,43.4,76.7,100.0,A,4.0
384263,11.4,99.6,6.7,33.3,69.1,86.1,A,3.88
384369,15.2,86.1,6.0,37.3,69.6,90.5,A,3.65
385484,5.8,95.7,4.8,28.9,74.5,84.8,B,3.71
386100,11.9,87.4,5.3,26.4,39.8,62.2,C,2.56
386319,1.8,60.3,5.9,15.0,35.5,48.1,D,1.18
386543,14.6,93.8,6.1,34.5,60.9,82.6,B,3.57
386815,14.1,78.5,3.7,37.1,73.4,92.5,A,3.5
387630,23.9,79.8,6.2,46.3,71.9,100.0,A,3.84
387673,8.8,72.2,5.4,23.7,41.5,60.4,C,2.03
387912,12.5,71.8,10.0,35.0,71.7,89.4,A,3.18
388684,7.6,71.1,8.4,28.1,63.9,77.8,B,2.7
389129,16.1,85.7,4.5,35.8,59.8,83.3,B,3.35
389910,13.7,87.6,4.0,37.7,77.4,95.4,A,3.89
390351,22.5,84.1,4.3,45.3,79.4,100.0,A,3.97
390434,27.8,96.0,2.3,49.1,75.2,100.0,A,4.0
391033,7.5,72.0,2.8,23.7,46.5,63.3,C,2.14
392358,23.5,81.2,8.8,46.1,72.0,100.0,A,3.89
393609,21.3,100.0,3.2,44.5,79.0,100.0,A,4.0
394958,6.8,95.1,3.5,22.2,43.9,60.3,C,2.71
394961,10.1,95.7,4.4,28.4,55.0,73.0,B,3.24
395037,0.0,92.1,8.1,13.1,35.3,46.1,D,2.06
395330,21.7,90.0,5.6,44.8,74.5,100.0,A,4.0
395946,0.3,89.6,6.7,13.5,35.8,46.8,D,2.01
395979,11.4,84.4,7.6,33.8,71.3,87.9,A,3.5
396005,24.3,77.9,4.9,46.7,74.8,100.0,A,3.79
396271,13.4,76.2,6.9,34.7,66.3,85.9,A,3.17
396639,19.7,91.3,6.3,43.3,76.1,100.0,A,4.0
398058,27.9,88.6,5.5,49.2,71.9,100.0,A,4.0
398166,13.7,86.1,6.0,36.9,74.2,92.7,A,3.74
399197,19.2,94.1,5.1,43.0,81.9,100.0,A,4.0
399338,14.3,90.1,7.1,31.4,49.9,73.1,B,3.08
399759,17.3,99.4,6.1,40.4,73.4,95.9,A,4.0
400808,13.9,75.2,6.0,33.8,61.1,82.0,B,2.99
401377,23.1,100.0,8.3,44.6,66.4,96.0,A,4.0
401398,14.8,78.8,10.0,34.1,58.8,81.0,B,3.05
403045,31.7,96.3,5.3,52.0,73.1,100.0,A,4.0
403633,15.5,94.9,6.0,33.7,53.7,77.6,B,3.4
403987,9.4,82.5,8.7,29.8,63.6,79.5,B,3.11
405716,19.6,100.0,7.7,40.8,65.5,91.7,A,4.0
405957,9.3,66.9,3.4,30.2,65.6,81.0,B,2.7
407528,26.2,68.6,6.5,48.0,69.6,100.0,A,3.51
407581,12.3,80.3,10.0,37.0,80.2,96.3,A,3.71
407892,15.3,85.9,5.7,38.9,75.5,95.5,A,3.85
407986,13.4,91.0,4.6,34.8,66.9,86.4,A,3.64
408081,15.2,79.7,8.2,34.8,59.5,82.1,B,3.13
409240,23.1,78.8,9.3,45.8,74.6,100.0,A,3.81
411756,17.2,91.3,7.9,37.0,60.1,84.7,B,3.58
413235,9.8,87.8,5.0,30.4,64.1,80.3,B,3.3
413324,4.1,100.0,7.8,18.6,40.7,54.8,D,2.81
413555,18.0,87.2,6.0,36.7,56.1,82.1,B,3.35
414039,9.9,83.5,5.4,25.7,44.7,64.3,C,2.53
416509,5.7,80.1,6.5,20.1,40.0,55.9,C,2.09
416778,12.2,86.9,4.2,31.6,59.1,78.6,B,3.2
417494,19.8,82.1,4.2,39.8,60.7,87.9,A,3.43
419221,21.5,93.3,3.1,44.7,77.3,100.0,A,4.0
421034,20.9,94.9,8.4,43.7,71.8,98.3,A,4.0
422041,12.9,94.7,4.9,30.9,53.5,74.6,B,3.27
422426,22.0,87.6,6.5,45.0,77.2,100.0,A,4.0
422759,10.3,76.5,5.5,30.5,62.9,79.8,B,2.94
423295,17.8,91.1,7.6,39.9,69.5,93.1,A,3.91
423384,12.9,84.6,2.1,31.7,56.4,77.1,B,3.07
423877,22.3,81.4,9.3,45.2,79.4,100.0,A,3.89
424879,18.3,69.2,5.8,40.0,68.0,92.3,A,3.22
425683,13.6,93.3,4.0,39.0,83.8,100.0,A,4.0
426624,8.6,77.6,2.0,25.4,49.4,66.8,C,2.45
426795,16.8,84.4,5.9,39.6,72.5,94.5,A,3.76
427261,11.0,74.3,8.6,30.0,57.7,76.2,B,2.73
427874,20.8,87.6,3.9,44.0,73.7,99.7,A,4.0
428731,18.5,84.9,5.7,39.8,66.3,91.1,A,3.64
430194,4.3,100.0,5.9,22.0,53.3,65.6,C,3.08
431447,16.6,92.9,5.2,36.8,61.6,85.3,A,3.65
431464,0.2,85.3,4.0,13.3,35.1,46.2,D,1.86
432317,1.3,76.5,7.2,18.5,51.4,60.9,C,2.18
432372,11.1,74.8,3.3,30.9,60.9,79.0,B,2.85
434057,10.9,72.4,10.0,30.8,61.4,79.2,B,2.79
435459,5.6,78.1,6.1,23.9,55.4,68.7,C,2.54
437102,30.5,86.8,4.0,51.1,70.4,100.0,A,4.0
437249,18.4,72.4,8.8,41.9,75.1,98.4,A,3.56
437876,13.0,80.5,8.4,31.8,56.9,77.6,B,2.97
438319,4.8,79.7,8.0,17.8,34.5,50.4,D,1.86
439056,15.1,73.5,7.0,35.3,62.4,84.3,B,3.03
439709,13.6,90.0,5.9,35.7,69.8,89.0,A,3.71
441452,16.2,75.8,6.9,39.8,75.3,96.3,A,3.58
441910,22.1,90.2,6.4,45.1,73.7,100.0,A,4.0
442080,24.5,92.6,7.8,46.8,74.2,100.0,A,4.0
443182,17.3,71.7,4.6,37.5,61.7,86.1,A,3.05
443418,14.1,74.1,10.0,33.0,56.8,78.7,B,2.82
443526,6.7,85.0,5.0,26.4,60.8,74.4,B,2.98
444204,9.4,76.4,9.3,33.8,79.6,92.8,A,3.45
444937,18.2,64.0,3.7,37.5,58.2,84.1,B,2.73
446194,16.7,84.0,5.7,39.1,70.5,92.8,A,3.68
447841,17.6,100.0,9.2,40.4,72.1,95.1,A,4.0
448117,10.6,78.8,5.1,27.9,50.9,70.1,B,2.62
449597,22.5,76.3,6.4,45.3,76.2,100.0,A,3.74
449867,16.7,79.5,6.7,36.9,61.9,85.7,A,3.26
450103,14.7,90.1,6.7,33.8,57.5,79.9,B,3.35
450174,14.8,73.6,4.6,36.1,66.7,87.6,A,3.16
450823,14.5,76.3,2.9,39.7,81.9,100.0,A,3.74
451080,7.1,78.3,5.0,23.8,49.2,65.0,C,2.4
452448,18.2,90.1,6.0,42.3,78.7,100.0,A,4.0
453322,6.7,88.6,7.3,25.3,56.9,71.0,B,2.95
454553,21.5,70.3,3.3,44.6,73.6,100.0,A,3.56
455035,20.6,78.8,8.2,44.0,81.7,100.0,A,3.82
455702,7.9,76.1,4.3,26.0,54.2,70.1,B,2.54
456079,18.0,100.0,10.0,39.8,68.0,92.1,A,4.0
456329,21.0,100.0,3.2,43.3,69.8,96.7,A,4.0
456378,4.7,71.1,4.9,19.0,39.7,54.6,D,1.77
456676,23.5,97.9,7.8,46.0,80.1,100.0,A,4.0
456770,15.4,93.4,8.5,39.4,77.2,97.0,A,4.0
456903,12.4,93.9,5.3,27.6,42.1,64.7,C,2.85
457102,10.5,82.9,4.6,23.7,34.7,56.5,C,2.2
458145,13.9,86.7,5.1,35.4,67.5,87.4,A,3.55
458310,8.6,88.2,8.3,29.5,65.6,80.3,B,3.31
458904,11.0,84.1,3.9,33.5,71.9,88.0,A,3.49
460022,10.6,100.0,6.9,26.4,44.9,65.1,C,3.09
460374,19.3,88.1,5.4,41.9,71.1,96.1,A,3.94
460438,17.9,86.0,5.1,35.1,49.7,76.7,B,3.1
461075,16.7,99.5,3.3,39.2,71.4,93.5,A,4.0
461163,18.3,64.7,6.4,38.9,63.3,88.5,A,2.93
461962,3.6,100.0,8.7,20.9,51.4,63.3,C,3.06
462443,26.1,88.1,2.7,47.9,75.2,100.0,A,4.0
462526,1.8,85.2,6.2,15.0,35.6,48.2,D,1.93
463099,13.1,80.3,3.6,33.3,62.2,82.1,B,3.14
463456,11.3,83.8,10.0,32.3,65.5,83.0,B,3.28
463911,10.5,68.7,7.9,28.6,53.8,72.5,B,2.41
464017,14.6,84.4,7.7,39.7,82.4,100.0,A,3.98
464360,23.7,97.2,4.9,45.8,68.6,98.5,A,4.0
466440,14.7,89.0,5.7,36.6,68.9,89.4,A,3.69
467124,7.3,72.2,8.2,24.6,51.0,66.8,C,2.29
467407,19.3,83.1,5.1,40.7,66.1,91.9,A,3.62
467428,21.5,89.5,6.9,42.6,64.9,93.1,A,3.86
468411,6.0,88.8,5.7,21.0,42.3,58.2,C,2.44
469958,15.6,96.9,7.0,33.9,54.2,78.1,B,3.48
470129,17.2,86.9,7.3,41.6,80.6,100.0,A,4.0
470469,23.8,79.1,7.2,46.3,82.6,100.0,A,3.82
470774,17.3,75.1,5.2,40.1,72.1,94.8,A,3.49
472292,7.2,96.0,8.0,23.2,46.1,62.6,C,2.83
472825,29.4,90.3,5.6,50.3,79.4,100.0,A,4.0
473884,0.0,87.3,8.4,10.2,36.7,47.3,D,1.96
474534,10.9,65.3,7.7,31.7,65.0,82.2,B,2.7
474812,17.6,82.3,6.4,36.3,56.1,81.7,B,3.19
475206,14.3,69.4,3.4,37.8,75.5,94.4,A,3.31
476291,10.5,79.4,6.8,31.5,65.8,82.4,B,3.13
476879,10.5,80.8,6.7,27.5,49.7,69.0,C,2.63
477599,17.1,77.5,5.1,38.5,66.3,89.8,A,3.37
479254,6.1,79.5,5.0,19.0,33.7,51.1,D,1.88
480867,3.2,80.4,1.6,12.4,19.0,35.9,F,1.3
480910,16.1,77.3,9.2,35.9,60.6,83.9,B,3.12
480990,19.2,84.6,5.2,43.0,80.9,100.0,A,3.99
481189,16.2,79.6,5.4,35.1,56.4,80.6,B,3.06
481860,19.3,96.6,7.0,41.5,69.6,94.8,A,4.0
482672,20.4,85.3,7.3,43.9,75.8,100.0,A,4.0
483616,25.8,86.4,4.8,47.7,80.6,100.0,A,4.0
484377,6.9,74.2,7.3,25.3,55.9,70.4,B,2.49
485312,12.1,74.9,7.6,27.5,43.2,65.2,C,2.31
487125,26.8,82.6,2.2,48.4,81.7,100.0,A,3.93
487132,16.7,88.8,6.1,38.5,68.2,90.9,A,3.75
487425,20.5,88.9,5.3,44.0,79.6,100.0,A,4.0
488470,13.6,79.5,8.2,36.2,71.6,90.5,A,3.45
488707,22.7,72.1,5.2,45.5,72.7,100.0,A,3.61
488709,16.7,83.6,6.8,35.5,56.2,80.9,B,3.19
489114,11.3,92.3,4.9,29.1,52.7,72.4,B,3.11
489241,13.8,91.8,5.1,36.1,70.6,89.9,A,3.8
489380,20.6,82.3,8.0,44.0,81.3,100.0,A,3.92
489620,16.5,85.6,6.7,36.7,61.6,85.2,A,3.43
490470,15.9,91.3,4.9,34.4,55.0,79.1,B,3.35
490878,12.4,83.3,7.6,32.9,63.8,82.7,B,3.26
491403,7.6,86.3,1.0,20.5,33.5,52.5,D,2.14
493851,11.1,100.0,8.0,29.8,56.4,75.2,B,3.81
494014,25.6,73.9,5.4,47.6,79.8,100.0,A,3.67
494035,0.2,82.2,4.8,15.6,44.4,53.9,D,2.07
494277,14.2,85.2,8.5,32.0,52.2,75.0,B,3.01
496376,9.0,95.2,4.9,22.3,35.0,55.2,C,2.51
497790,21.2,83.0,3.6,44.4,75.9,100.0,A,3.94
499229,12.1,100.0,5.1,36.7,80.2,96.1,A,4.0
499235,13.7,73.1,9.9,35.3,67.8,87.5,A,3.14
500047,10.0,79.3,7.4,33.8,77.0,91.2,A,3.48
500306,9.0,81.6,4.6,24.2,42.8,61.7,C,2.37
500892,15.0,92.7,0.1,35.7,64.2,85.7,A,3.66
501170,8.0,65.2,5.2,27.1,58.3,73.6,B,2.35
501231,16.0,72.8,10.0,35.8,60.6,83.8,B,2.99
503248,12.6,95.0,5.7,27.0,39.0,62.3,C,2.79
503843,13.4,74.3,6.0,34.5,66.1,85.7,A,3.11
504627,14.1,97.7,5.9,37.4,74.5,93.5,A,4.0
505381,14.3,89.1,6.2,36.5,70.0,89.9,A,3.72
505603,7.3,79.6,4.3,23.7,47.8,64.1,C,2.4
505824,9.2,89.1,6.5,29.1,61.3,77.4,B,3.22
506532,12.7,74.7,9.3,33.3,64.0,83.2,B,3.02
507015,21.8,73.1,10.0,44.8,75.1,100.0,A,3.64
507443,6.6,90.3,4.6,25.1,56.1,70.3,B,2.97
507951,0.0,94.3,10.0,14.8,42.9,52.4,D,2.38
508349,22.5,91.5,4.5,44.1,66.8,95.8,A,4.0
508394,18.6,84.2,5.5,42.6,81.2,100.0,A,3.98
508511,17.2,96.0,5.8,39.0,68.3,91.5,A,3.99
508946,4.4,78.2,4.7,20.3,46.0,59.5,C,2.18
509246,21.4,74.2,6.2,44.6,80.7,100.0,A,3.68
510045,21.0,80.2,4.0,44.3,74.2,100.0,A,3.86
510306,14.4,83.3,4.5,37.4,73.2,92.7,A,3.66
510617,26.6,77.3,4.3,48.3,78.3,100.0,A,3.77
510677,16.4,88.1,4.3,38.9,71.1,93.0,A,3.81
510989,24.4,92.7,6.6,45.7,65.4,96.6,A,4.0
511498,15.8,80.4,8.2,38.7,72.9,93.8,A,3.61
512406,6.4,79.7,7.1,28.9,72.0,83.4,B,3.18
512477,22.7,100.0,5.7,45.5,84.7,100.0,A,4.0
513269,16.1,79.2,6.0,37.0,64.8,87.4,A,3.32
514450,9.2,90.2,7.7,33.9,80.7,93.5,A,3.89
514524,19.6,83.3,6.0,42.7,73.4,98.2,A,3.88
514922,14.4,84.8,5.7,34.4,61.1,82.6,B,3.3
514965,19.2,82.8,5.7,39.0,59.9,86.6,A,3.4
515397,20.3,74.5,5.0,43.7,74.3,99.7,A,3.67
516706,13.7,79.8,4.9,32.4,56.3,77.9,B,2.96
517432,19.9,91.2,7.3,42.5,71.4,96.8,A,4.0
518362,10.1,91.6,9.7,30.1,61.7,78.6,B,3.34
518813,17.2,97.4,3.5,32.3,41.4,69.1,C,3.14
519049,11.7,88.4,3.0,32.3,63.9,82.1,B,3.39
519222,17.4,65.4,5.7,41.7,78.6,100.0,A,3.41
519368,12.7,87.7,8.5,29.9,50.3,71.8,B,2.95
520065,15.4,88.2,7.6,36.4,65.6,87.3,A,3.59
520112,13.8,91.0,3.4,32.7,57.1,78.6,B,3.32
520946,21.6,88.8,4.5,44.7,83.3,100.0,A,4.0
521181,9.3,63.9,5.8,31.7,71.6,86.0,A,2.81
522841,5.9,92.4,4.3,27.7,69.4,80.7,B,3.45
523263,16.7,70.7,9.0,36.4,60.1,84.1,B,2.94
525061,7.2,100.0,6.2,26.5,59.2,73.5,B,3.73
525751,18.3,86.4,4.9,42.1,76.4,99.4,A,4.0
526151,13.1,84.6,4.6,33.3,62.0,82.0,B,3.27
526408,5.4,79.1,5.3,21.5,46.8,61.3,C,2.27
526678,11.8,67.9,6.0,34.3,71.3,88.4,A,3.02
526748,15.1,82.3,9.7,34.8,59.8,82.3,B,3.21
527357,6.0,83.7,8.7,21.8,45.4,60.7,C,2.39
527944,9.6,85.7,3.6,28.2,56.1,73.5,B,2.96
528004,24.2,78.2,4.8,46.5,76.9,100.0,A,3.79
528533,17.6,72.9,6.2,35.4,52.3,78.5,B,2.78
529403,12.8,91.0,6.5,36.6,76.7,93.9,A,3.94
529928,5.5,81.4,8.2,23.5,54.3,67.6,C,2.6
531516,23.2,89.0,6.6,45.8,75.1,100.0,A,4.0
531788,18.8,87.8,6.5,42.7,83.0,100.0,A,4.0
532187,6.6,75.3,6.5,21.4,41.2,57.9,C,2.02
532311,24.0,94.9,5.2,46.4,83.9,100.0,A,4.0
533028,16.7,98.5,6.7,40.0,73.9,95.7,A,4.0
533192,11.0,68.1,3.6,31.3,62.9,80.5,B,2.71
536311,12.5,87.6,3.5,35.2,72.2,89.9,A,3.67
537218,16.2,88.6,6.7,39.1,72.9,94.3,A,3.88
538357,9.3,89.9,9.5,30.5,66.5,81.8,B,3.42
538779,15.0,70.4,6.7,35.5,63.1,84.9,B,2.96
540479,11.1,77.4,5.1,35.0,77.1,92.5,A,3.47
540626,14.4,71.8,6.4,33.1,56.3,78.6,B,2.75
540692,2.7,100.0,5.1,20.0,51.6,62.5,C,3.05
541131,20.1,88.8,9.7,43.7,77.0,100.0,A,4.0
541445,9.0,84.2,7.3,24.0,41.9,60.9,C,2.41
542039,14.3,81.9,3.7,29.1,40.6,65.4,C,2.52
542973,8.3,74.7,0.8,24.4,46.0,63.7,C,2.24
543083,5.2,77.2,7.8,21.2,46.3,60.6,C,2.19
544055,19.8,92.2,3.7,43.5,77.1,100.0,A,4.0
544961,6.9,71.1,2.8,23.3,47.9,63.8,C,2.14
545484,3.2,79.7,3.6,17.3,38.9,52.4,D,1.94
546942,19.4,82.2,5.9,43.1,75.9,100.0,A,3.92
547704,14.4,89.3,3.1,38.4,77.3,96.1,A,3.97
547780,23.5,75.2,4.9,46.1,82.8,100.0,A,3.7
547878,22.9,86.8,3.3,45.7,78.2,100.0,A,4.0
549275,12.5,85.7,6.1,32.3,60.5,80.1,B,3.22
550034,7.2,80.3,6.5,28.6,67.7,80.6,B,3.08
550671,6.1,92.1,8.2,20.6,40.0,56.4,C,2.47
